Datetime;Branch;Gender;Age;NPS;CSI;Loyalty;CES;Account Opening;ATM Service;Mobile Banking;Internet Banking;Customer Service;Loan Application;Complaint Handling;Branch Cleanliness;Staff Friendliness;Transaction Speed;Improvement_Feedback
01/08/2025 11.13;Bojonggede;Female;30;7;4;4;4;4;4;4;4;4;4;4;5;3;4;overall good
11/08/2025 09.03;Ciomas;Male;65;10;5;4;5;4;3;5;4;5;5;5;4;4;5;overall good
28/08/2025 06.21;Babakan Madang;Female;57;1;3;3;4;2;4;4;3;3;3;4;4;3;4;improve Account Opening
26/08/2025 14.18;Bogor Timur;Male;45;9;4;4;4;5;4;5;4;4;4;5;4;4;4;overall good
28/08/2025 20.41;Yasmin;Female;27;7;3;3;3;4;3;4;3;3;4;4;4;3;3;overall good
16/08/2025 12.58;Gunung Putri;Male;64;8;4;4;4;3;4;3;4;4;4;4;4;4;3;overall good
25/08/2025 04.58;Yasmin;Female;33;10;4;4;4;4;3;3;4;3;3;5;4;5;3;overall good
22/08/2025 23.31;Bogor Barat;Male;38;9;4;3;3;3;3;3;3;3;3;4;3;4;3;overall good
12/08/2025 11.27;Baranangsiang;Female;59;10;4;4;4;4;3;4;4;4;4;4;4;4;4;overall good
23/08/2025 10.00;Sukaraja;Male;22;9;3;3;2;3;3;3;2;3;3;3;3;3;3;improve Internet Banking
02/08/2025 19.07;Dramaga;Female;29;3;4;4;3;4;4;4;4;3;4;4;4;3;3;overall good
04/08/2025 08.55;Cijeruk;Male;54;9;4;4;3;4;4;3;4;4;3;4;4;4;4;overall good
15/08/2025 14.41;Caringin;Female;27;3;4;4;4;3;3;4;5;4;5;4;4;4;4;overall good
04/08/2025 20.56;Cileungsi;Male;41;3;3;3;3;3;4;4;4;4;3;4;3;3;3;overall good
20/08/2025 02.15;Cijeruk;Female;41;7;4;3;3;4;4;3;3;3;4;3;4;4;4;overall good
06/08/2025 21.27;Dramaga;Male;65;3;4;3;4;3;4;5;4;4;4;4;5;4;4;overall good
03/08/2025 07.43;Bojonggede;Female;60;9;4;3;3;3;4;4;4;3;3;3;4;3;4;overall good
22/08/2025 03.36;Bogor Tengah;Male;29;10;3;4;3;5;3;3;3;3;3;3;4;3;4;overall good
27/08/2025 02.18;Cibinong;Female;31;10;4;4;4;3;3;4;4;3;3;3;4;4;4;overall good
03/08/2025 02.11;Bogor Tengah;Male;65;2;3;3;4;4;3;4;3;4;3;3;4;3;4;overall good
13/08/2025 19.15;Bogor Selatan;Female;24;0;4;5;4;4;5;4;4;4;4;4;3;5;4;overall good
14/08/2025 02.28;Ciomas;Male;65;8;4;4;4;3;4;4;4;4;4;5;5;4;4;overall good
07/08/2025 03.08;Baranangsiang;Female;29;7;4;3;4;3;3;4;4;3;4;4;4;4;4;overall good
21/08/2025 01.31;Ciomas;Male;30;6;3;4;3;4;4;4;4;3;3;4;3;3;4;overall good
29/08/2025 01.17;Babakan Madang;Female;63;9;4;4;4;4;4;4;5;4;5;4;4;5;4;overall good
16/08/2025 15.03;Caringin;Male;63;8;4;4;3;3;4;4;3;4;3;3;5;4;4;overall good
05/08/2025 00.27;Caringin;Female;35;10;4;3;3;3;3;3;3;3;3;3;3;3;4;overall good
10/08/2025 23.52;Bojonggede;Male;56;1;4;4;3;3;3;4;5;4;3;3;3;4;4;overall good
11/08/2025 07.33;Bogor Timur;Female;25;0;4;4;4;3;5;3;3;5;4;4;5;5;3;overall good
10/08/2025 02.56;Bogor Tengah;Male;63;10;4;3;4;4;2;3;4;3;3;4;3;3;4;improve ATM Service
16/08/2025 03.18;Caringin;Female;27;10;4;4;4;4;4;4;3;4;4;4;4;4;4;overall good
07/08/2025 07.31;Babakan Madang;Male;62;9;4;4;4;5;4;4;4;4;4;4;5;5;5;overall good
31/08/2025 02.54;Cibinong;Female;44;10;4;4;5;4;4;4;4;5;4;4;4;4;4;overall good
04/08/2025 07.58;Ciawi;Male;33;7;4;4;4;4;4;4;5;5;4;5;4;4;4;overall good
29/08/2025 00.32;Cileungsi;Female;48;10;4;4;4;4;3;4;4;4;4;4;3;4;4;overall good
06/08/2025 08.23;Bogor Selatan;Male;30;7;3;3;4;3;3;4;3;3;3;3;3;4;2;improve Transaction Speed
13/08/2025 22.47;Cibinong;Female;22;1;4;4;4;4;4;3;4;4;4;4;3;3;4;overall good
18/08/2025 02.03;Bogor Tengah;Male;51;8;4;4;4;3;4;4;4;4;4;4;4;3;4;overall good
18/08/2025 04.56;Cileungsi;Female;28;0;3;4;3;3;3;4;3;3;3;3;3;3;3;overall good
25/08/2025 15.46;Gunung Putri;Male;34;10;4;4;4;4;3;3;4;3;4;4;3;4;4;overall good
05/08/2025 17.57;Ciomas;Female;24;10;4;4;3;3;3;4;3;4;2;4;4;3;4;improve Loan Application
10/08/2025 09.56;Bogor Barat;Male;62;10;4;4;4;3;3;4;3;4;3;4;4;3;4;overall good
26/08/2025 16.59;Dramaga;Female;33;8;3;4;4;3;4;4;4;4;4;4;4;5;4;overall good
03/08/2025 10.06;Kemang;Male;52;7;4;4;4;4;4;5;5;4;4;5;3;4;4;overall good
02/08/2025 17.34;Cibinong;Female;28;9;3;3;3;3;4;3;4;4;3;4;2;3;2;improve Branch Cleanliness, Transaction Speed
14/08/2025 08.56;Sukaraja;Male;38;9;3;3;3;3;3;3;3;3;3;3;3;3;4;overall good
20/08/2025 00.36;Cibinong;Female;60;8;4;4;5;4;4;4;4;5;4;4;4;5;4;overall good
25/08/2025 00.55;Leuwiliang;Male;27;10;3;4;3;4;3;3;3;4;4;4;3;4;3;overall good
31/08/2025 22.02;Yasmin;Female;31;2;3;3;4;4;3;3;3;4;3;4;3;4;4;overall good
05/08/2025 13.48;Dramaga;Male;59;9;4;3;4;4;4;4;4;3;5;3;4;3;4;overall good
15/08/2025 19.43;Baranangsiang;Female;53;8;5;5;4;4;5;5;4;5;4;5;5;4;3;overall good
09/08/2025 02.09;Cibinong;Male;31;9;4;4;4;4;3;3;4;3;3;3;4;4;4;overall good
01/08/2025 14.50;Baranangsiang;Female;42;1;4;5;3;4;4;4;4;4;4;5;4;4;4;overall good
13/08/2025 19.23;Caringin;Male;48;9;4;4;4;4;4;4;4;4;4;4;5;4;4;overall good
01/08/2025 11.20;Bogor Timur;Female;31;6;3;3;3;3;4;3;3;4;3;4;4;4;4;overall good
01/08/2025 01.10;Kemang;Male;43;4;4;4;4;4;4;3;4;4;4;4;4;4;4;overall good
01/08/2025 20.15;Caringin;Female;36;9;4;4;3;3;3;3;3;2;3;2;3;3;3;improve Customer Service, Complaint Handling
12/08/2025 01.58;Sukaraja;Male;64;6;4;4;3;5;3;3;4;3;5;4;3;4;4;overall good
05/08/2025 13.24;Ciawi;Female;53;9;3;3;4;3;5;3;4;4;4;4;3;3;3;overall good
22/08/2025 23.20;Bogor Selatan;Male;40;2;3;3;4;3;4;3;3;3;5;3;4;3;3;overall good
24/08/2025 14.48;Caringin;Female;43;2;4;4;4;4;4;5;4;4;4;4;4;4;5;overall good
15/08/2025 14.50;Cileungsi;Male;44;10;4;4;4;4;4;5;4;5;4;4;4;4;4;overall good
06/08/2025 11.22;Ciomas;Female;54;8;4;4;5;4;4;4;4;4;4;4;3;4;4;overall good
08/08/2025 04.18;Cileungsi;Male;64;7;4;3;3;4;3;3;3;3;3;3;3;4;3;overall good
18/08/2025 08.09;Gunung Putri;Female;35;1;3;3;3;4;4;5;3;4;3;3;3;4;3;overall good
18/08/2025 10.45;Caringin;Male;22;10;3;3;3;2;4;4;3;4;4;4;4;5;5;improve Account Opening
06/08/2025 05.44;Yasmin;Female;26;10;3;3;3;4;4;3;3;3;3;3;3;3;3;overall good
26/08/2025 13.53;Cileungsi;Male;61;8;4;4;4;4;4;4;4;4;3;4;4;3;5;overall good
17/08/2025 01.52;Baranangsiang;Female;37;2;4;4;4;4;3;4;3;4;2;3;4;3;4;improve Loan Application
16/08/2025 00.23;Leuwiliang;Male;58;8;3;3;4;3;4;4;4;4;4;3;4;3;4;overall good
30/08/2025 17.27;Yasmin;Female;23;8;4;4;4;4;4;4;3;3;3;4;3;4;4;overall good
17/08/2025 20.16;Bogor Selatan;Male;48;4;3;2;3;4;2;2;3;3;3;3;3;2;2;improve ATM Service, Mobile Banking, Staff Friendliness, Transaction Speed
08/08/2025 03.25;Dramaga;Female;28;8;5;4;4;4;5;4;4;5;5;5;5;4;4;overall good
31/08/2025 06.46;Babakan Madang;Male;64;10;3;3;3;3;4;4;4;3;3;4;3;3;3;overall good
14/08/2025 23.50;Cijeruk;Female;63;10;4;4;4;4;3;3;4;3;4;5;4;3;5;overall good
11/08/2025 13.12;Bogor Timur;Male;39;9;3;4;4;3;4;4;3;2;3;4;3;4;4;improve Customer Service
15/08/2025 20.18;Dramaga;Female;58;10;3;3;3;3;3;3;4;3;3;3;3;4;3;overall good
03/08/2025 10.08;Bogor Tengah;Male;48;9;3;3;3;3;4;3;4;4;4;3;3;3;4;overall good
25/08/2025 08.51;Cileungsi;Female;29;10;4;5;4;4;5;4;4;4;4;5;3;3;4;overall good
07/08/2025 22.11;Cijeruk;Male;30;8;5;3;4;5;4;4;4;4;4;3;3;4;3;overall good
15/08/2025 02.48;Yasmin;Female;48;7;3;4;4;4;4;4;4;5;4;4;4;4;5;overall good
13/08/2025 01.47;Cibinong;Male;23;10;4;4;4;3;4;3;4;4;4;3;4;4;2;improve Transaction Speed
13/08/2025 16.23;Leuwiliang;Female;48;9;4;4;4;4;3;3;4;4;4;3;4;4;4;overall good
16/08/2025 15.42;Dramaga;Male;59;10;4;4;3;3;3;4;3;4;4;5;4;3;4;overall good
13/08/2025 03.17;Sukaraja;Female;29;7;4;3;4;4;3;3;4;3;3;5;4;3;3;overall good
15/08/2025 19.20;Tanah Sareal;Male;47;8;4;5;4;3;4;3;3;4;4;5;3;4;3;overall good
27/08/2025 11.56;Bogor Timur;Female;40;8;3;4;4;3;3;3;4;4;4;4;3;2;4;improve Staff Friendliness
05/08/2025 15.53;Baranangsiang;Male;45;8;5;4;4;5;4;4;4;4;4;5;4;5;4;overall good
25/08/2025 10.59;Tanah Sareal;Female;54;10;5;5;4;5;4;3;4;4;5;5;4;4;4;overall good
21/08/2025 09.55;Bojonggede;Male;50;10;4;4;5;3;3;4;4;4;3;5;4;3;3;overall good
21/08/2025 10.24;Gunung Putri;Female;50;9;4;4;4;4;4;5;4;4;4;4;4;4;3;overall good
12/08/2025 18.42;Bogor Timur;Male;29;8;4;3;4;3;4;3;4;3;4;4;4;3;4;overall good
03/08/2025 14.22;Sukaraja;Female;53;8;3;4;3;4;3;5;4;4;4;3;3;4;3;overall good
23/08/2025 11.12;Leuwiliang;Male;29;9;4;4;4;4;4;4;5;4;5;4;4;5;4;overall good
03/08/2025 15.43;Ciawi;Female;50;0;4;4;4;3;5;4;4;3;3;4;3;4;3;overall good
15/08/2025 02.32;Cileungsi;Male;62;9;3;4;4;4;4;4;4;4;2;4;4;3;3;improve Loan Application
06/08/2025 21.29;Sukaraja;Female;51;7;4;4;4;4;5;4;4;3;4;4;4;4;5;overall good
10/08/2025 22.55;Sukaraja;Male;64;7;3;4;4;3;1;3;4;3;3;4;4;4;3;improve ATM Service
07/08/2025 14.55;Ciawi;Female;30;8;4;4;4;3;3;4;3;4;4;4;4;4;3;overall good
15/08/2025 14.33;Cibinong;Male;64;1;3;4;3;3;3;2;3;4;3;2;3;4;2;improve Mobile Banking, Complaint Handling, Transaction Speed
10/08/2025 17.49;Dramaga;Female;21;4;4;4;4;4;4;4;4;4;4;4;4;4;4;overall good
26/08/2025 05.38;Bogor Selatan;Male;25;9;4;4;4;4;3;4;3;4;3;4;4;4;3;overall good
02/08/2025 04.43;Bogor Selatan;Female;36;10;4;3;3;4;3;5;4;4;3;3;3;3;3;overall good
15/08/2025 13.26;Ciawi;Male;49;7;3;4;3;4;4;4;5;4;3;4;4;3;3;overall good
12/08/2025 09.42;Leuwiliang;Female;51;6;4;4;4;4;5;4;4;5;3;5;3;4;4;overall good
30/08/2025 23.02;Cijeruk;Male;37;8;5;4;4;4;4;3;4;4;3;5;4;4;3;overall good
09/08/2025 23.19;Bogor Selatan;Female;48;9;3;5;4;4;4;3;3;4;4;4;3;4;2;improve Transaction Speed
24/08/2025 02.45;Tanah Sareal;Male;63;9;4;4;3;3;3;4;4;4;3;3;3;4;4;overall good
29/08/2025 13.57;Caringin;Female;39;9;4;4;4;4;4;4;4;4;3;3;3;4;3;overall good
19/08/2025 17.30;Caringin;Male;44;8;4;4;4;3;4;4;4;4;4;4;4;4;3;overall good
08/08/2025 04.37;Bogor Selatan;Female;50;10;4;3;3;4;4;5;3;4;3;4;4;4;4;overall good
01/08/2025 12.50;Bogor Tengah;Male;39;8;3;4;3;3;4;4;4;3;3;4;4;3;4;overall good
03/08/2025 01.40;Sukaraja;Female;40;10;5;4;4;5;4;4;5;5;5;4;5;5;4;overall good
14/08/2025 10.36;Bojonggede;Male;29;10;4;4;4;3;4;3;4;3;3;4;4;3;4;overall good
17/08/2025 22.25;Bogor Tengah;Female;31;9;3;3;3;3;3;2;4;4;5;4;3;3;3;improve Mobile Banking
08/08/2025 08.23;Ciawi;Male;45;7;4;4;5;4;3;4;4;3;4;3;4;5;4;overall good
23/08/2025 07.20;Bojonggede;Female;62;8;4;4;5;4;4;5;4;5;4;3;5;5;3;overall good
20/08/2025 02.57;Tanah Sareal;Male;38;8;4;4;3;5;4;4;5;4;4;4;3;4;4;overall good
30/08/2025 09.51;Bogor Timur;Female;62;8;4;4;3;4;4;4;3;4;4;4;3;3;3;overall good
07/08/2025 06.47;Baranangsiang;Male;57;8;4;4;4;4;3;4;4;4;3;4;3;4;3;overall good
29/08/2025 08.59;Ciomas;Female;58;2;3;4;4;4;3;3;3;3;4;3;3;3;4;overall good
08/08/2025 17.27;Kemang;Male;46;9;4;4;4;3;4;3;3;4;4;3;3;4;4;overall good
24/08/2025 03.03;Cibinong;Female;27;8;4;4;5;5;4;4;5;5;3;5;4;4;4;overall good
12/08/2025 11.40;Ciomas;Male;35;6;3;3;4;5;3;3;3;4;4;4;3;4;2;improve Transaction Speed
21/08/2025 09.24;Bogor Selatan;Female;32;8;4;4;4;3;5;4;5;4;3;4;4;4;3;overall good
02/08/2025 19.35;Bogor Timur;Male;24;0;3;4;3;4;3;2;4;3;3;4;4;3;4;improve Mobile Banking
09/08/2025 10.48;Bogor Timur;Female;49;7;4;4;4;4;4;4;4;5;4;4;4;4;4;overall good
07/08/2025 11.12;Ciomas;Male;27;8;4;4;5;4;4;4;3;4;5;4;3;4;4;overall good
24/08/2025 20.10;Sukaraja;Female;56;10;3;3;3;4;3;3;2;4;4;3;3;3;4;improve Internet Banking
08/08/2025 20.50;Babakan Madang;Male;64;9;4;4;4;3;2;4;4;4;3;3;3;4;3;improve ATM Service
05/08/2025 04.13;Gunung Putri;Female;54;1;4;4;4;4;4;4;4;4;4;4;4;4;5;overall good
10/08/2025 21.08;Sukaraja;Male;22;7;4;3;3;4;2;4;4;4;2;4;4;4;3;improve ATM Service, Loan Application
20/08/2025 19.23;Bogor Barat;Female;29;8;5;4;4;5;5;4;4;5;4;4;5;3;5;overall good
09/08/2025 23.53;Sukaraja;Male;55;2;4;4;3;3;3;4;4;4;3;3;4;4;4;overall good
28/08/2025 16.31;Ciawi;Female;52;9;4;4;4;4;4;4;5;5;5;4;3;4;4;overall good
04/08/2025 06.14;Caringin;Male;53;9;4;4;4;3;3;4;5;3;4;5;4;4;5;overall good
04/08/2025 10.34;Babakan Madang;Female;48;6;3;3;3;4;3;3;3;4;4;3;4;4;4;overall good
05/08/2025 21.34;Sukaraja;Male;26;10;4;4;4;3;3;3;4;4;3;4;4;3;3;overall good
02/08/2025 02.15;Bogor Selatan;Female;52;10;4;4;4;5;4;4;4;4;5;3;4;4;4;overall good
19/08/2025 22.52;Cibinong;Male;39;2;4;4;4;4;4;4;4;3;4;4;4;4;4;overall good
14/08/2025 23.37;Bojonggede;Female;25;1;3;4;5;4;4;5;4;4;4;4;5;4;4;overall good
20/08/2025 09.07;Bogor Timur;Male;55;8;4;4;4;3;4;4;4;3;4;4;4;4;4;overall good
29/08/2025 06.58;Kemang;Female;24;7;4;4;3;4;4;4;4;4;5;3;4;4;5;overall good
17/08/2025 09.51;Caringin;Male;37;7;4;3;4;3;4;3;3;3;3;3;4;4;4;overall good
07/08/2025 18.16;Gunung Putri;Female;37;9;4;3;4;4;4;4;3;3;3;3;3;3;3;overall good
04/08/2025 00.37;Yasmin;Male;56;2;3;3;4;3;4;4;4;5;4;4;4;4;4;overall good
17/08/2025 18.56;Cibinong;Female;52;9;4;4;4;4;3;4;3;4;3;5;4;4;4;overall good
27/08/2025 18.27;Bogor Timur;Male;47;7;4;4;3;3;4;4;5;4;4;5;5;4;4;overall good
06/08/2025 01.14;Caringin;Female;29;9;4;4;5;4;4;4;4;4;4;4;5;5;4;overall good
21/08/2025 22.45;Bogor Barat;Male;52;8;4;4;4;3;4;4;4;4;4;4;4;4;4;overall good
02/08/2025 00.58;Caringin;Female;40;7;4;5;4;4;4;4;5;5;5;4;5;3;3;overall good
26/08/2025 22.22;Bogor Barat;Male;22;7;4;3;4;4;4;5;4;3;3;3;3;3;5;overall good
27/08/2025 19.42;Kemang;Female;45;7;5;3;4;3;3;4;4;4;4;4;3;4;4;overall good
07/08/2025 01.54;Caringin;Male;24;10;5;5;5;4;5;5;5;4;5;5;4;5;4;overall good
06/08/2025 14.39;Gunung Putri;Female;65;7;3;4;4;3;4;3;4;4;4;3;3;3;4;overall good
18/08/2025 01.51;Babakan Madang;Male;28;2;4;4;4;4;3;5;4;5;4;4;5;4;4;overall good
12/08/2025 13.29;Yasmin;Female;42;7;3;3;3;4;4;3;4;3;4;4;4;3;3;overall good
21/08/2025 01.15;Cibinong;Male;26;7;4;4;4;4;4;5;3;4;3;4;4;4;4;overall good
13/08/2025 03.10;Cijeruk;Female;57;9;4;4;4;4;4;3;3;3;3;3;4;4;3;overall good
09/08/2025 18.24;Bogor Barat;Male;25;10;4;4;4;4;4;5;4;4;4;4;4;5;4;overall good
15/08/2025 04.41;Dramaga;Female;23;9;4;4;4;3;3;4;3;4;5;4;4;3;3;overall good
04/08/2025 17.28;Tanah Sareal;Male;59;9;5;4;4;4;3;4;4;4;3;4;4;4;4;overall good
25/08/2025 00.38;Bogor Timur;Female;37;1;4;4;4;4;4;4;3;4;4;4;4;4;5;overall good
18/08/2025 19.30;Bojonggede;Male;35;10;4;4;4;5;3;5;4;4;4;4;5;4;3;overall good
26/08/2025 13.49;Cijeruk;Female;39;1;4;4;4;4;4;4;5;4;4;4;3;4;4;overall good
03/08/2025 14.54;Cileungsi;Male;41;7;5;4;4;4;3;4;4;4;4;4;4;4;4;overall good
14/08/2025 13.58;Bojonggede;Female;47;8;4;3;3;3;3;4;3;3;3;4;4;3;3;overall good
26/08/2025 07.00;Bogor Timur;Male;34;6;4;5;3;3;4;4;4;4;4;4;4;4;3;overall good
06/08/2025 23.00;Cibinong;Female;40;1;3;4;4;4;4;4;4;4;3;3;4;4;3;overall good
22/08/2025 08.57;Bojonggede;Male;30;9;5;5;4;5;5;5;5;4;4;4;4;5;4;overall good
14/08/2025 02.55;Babakan Madang;Female;28;9;4;4;4;3;4;4;3;5;3;4;3;3;4;overall good
03/08/2025 21.34;Cileungsi;Male;58;7;3;4;4;4;4;4;3;3;3;3;3;4;3;overall good
19/08/2025 13.44;Cileungsi;Female;60;9;4;4;3;4;3;4;4;3;3;4;4;3;4;overall good
19/09/2025 09.56;Leuwiliang;Male;49;9;4;5;4;4;4;5;4;4;4;4;4;4;4;overall good
15/09/2025 19.31;Baranangsiang;Female;63;9;4;5;5;4;5;4;5;3;4;4;4;5;4;overall good
30/09/2025 13.13;Bogor Barat;Male;55;0;3;3;3;3;4;3;4;3;3;4;4;3;3;overall good
11/09/2025 12.17;Ciomas;Female;37;4;4;4;3;5;4;3;3;4;4;4;3;3;4;overall good
21/09/2025 18.07;Bogor Tengah;Male;42;8;4;4;3;4;4;4;4;4;3;4;2;3;3;improve Branch Cleanliness
26/09/2025 23.02;Bogor Barat;Female;27;8;4;3;3;4;5;3;4;4;3;3;3;3;5;overall good
08/09/2025 21.22;Babakan Madang;Male;48;8;4;4;3;4;4;4;4;3;4;5;4;3;5;overall good
07/09/2025 09.38;Leuwiliang;Female;50;7;4;4;4;3;4;4;4;4;4;4;3;4;4;overall good
05/09/2025 03.39;Bogor Tengah;Male;38;8;4;3;3;4;3;4;3;2;4;3;2;3;3;improve Customer Service, Branch Cleanliness
02/09/2025 20.58;Cibinong;Female;55;10;4;4;4;4;4;4;4;4;5;4;3;4;4;overall good
30/09/2025 12.22;Kemang;Male;38;10;4;3;4;3;5;4;4;4;4;4;5;5;4;overall good
13/09/2025 20.11;Bogor Tengah;Female;28;10;4;3;4;5;4;3;4;4;3;4;4;4;4;overall good
01/09/2025 10.20;Baranangsiang;Male;49;10;4;4;4;3;3;3;4;4;5;3;3;4;5;overall good
28/09/2025 00.29;Babakan Madang;Female;23;3;3;3;4;3;5;4;3;4;3;3;3;4;4;overall good
14/09/2025 10.04;Yasmin;Male;47;9;3;3;3;3;4;5;4;3;3;3;4;4;3;overall good
22/09/2025 09.08;Kemang;Female;56;9;5;4;4;4;4;4;5;3;4;4;5;5;4;overall good
13/09/2025 14.23;Baranangsiang;Male;37;2;3;3;3;3;3;4;3;4;4;3;3;4;4;overall good
08/09/2025 03.09;Caringin;Female;29;9;5;5;5;5;5;5;5;4;4;4;5;4;5;overall good
02/09/2025 20.51;Kemang;Male;62;9;4;4;4;4;4;3;4;4;4;4;3;4;4;overall good
29/09/2025 03.37;Baranangsiang;Female;64;8;4;3;4;4;3;4;4;5;4;4;4;4;4;overall good
03/09/2025 22.51;Ciomas;Male;23;7;4;3;3;4;4;4;3;4;4;4;3;3;3;overall good
27/09/2025 05.39;Cileungsi;Female;37;10;5;4;4;4;4;4;4;4;5;3;3;4;4;overall good
04/09/2025 18.16;Bogor Barat;Male;59;9;4;4;4;5;4;4;4;5;4;4;4;4;4;overall good
12/09/2025 12.06;Ciawi;Female;49;9;3;4;3;3;3;3;4;3;4;4;4;3;4;overall good
04/09/2025 11.10;Yasmin;Male;41;8;3;3;3;3;3;3;3;4;3;4;3;3;4;overall good
30/09/2025 11.10;Gunung Putri;Female;39;10;4;4;4;4;4;4;5;4;3;3;4;5;4;overall good
19/09/2025 04.34;Bojonggede;Male;42;5;4;5;4;4;5;4;4;4;5;3;3;4;5;overall good
18/09/2025 21.06;Caringin;Female;39;1;3;4;3;4;4;4;4;4;4;4;4;3;4;overall good
02/09/2025 05.45;Bogor Barat;Male;39;4;3;4;3;3;3;4;4;5;3;3;3;4;3;overall good
25/09/2025 19.07;Bogor Selatan;Female;59;10;3;3;3;3;3;4;3;4;3;3;3;3;4;overall good
19/09/2025 09.22;Ciawi;Male;58;7;4;4;3;5;5;4;4;3;3;3;4;4;4;overall good
19/09/2025 12.00;Sukaraja;Female;23;7;4;3;5;4;4;4;4;4;5;4;4;5;3;overall good
28/09/2025 10.44;Bogor Timur;Male;25;1;4;3;4;4;4;4;3;4;4;4;5;3;4;overall good
27/09/2025 03.56;Ciawi;Female;57;8;4;5;4;4;4;4;3;5;3;5;4;4;3;overall good
26/09/2025 11.01;Bogor Selatan;Male;54;8;5;5;4;4;5;4;5;4;5;5;5;5;5;overall good
28/09/2025 22.12;Ciawi;Female;49;9;4;3;4;4;2;3;4;3;4;3;4;3;4;improve ATM Service
12/09/2025 05.00;Dramaga;Male;36;10;3;3;4;3;3;3;3;4;2;2;4;2;3;improve Loan Application, Complaint Handling, Staff Friendliness
12/09/2025 16.50;Babakan Madang;Female;41;7;4;3;4;4;3;4;4;3;4;4;3;4;3;overall good
28/09/2025 04.58;Babakan Madang;Male;47;8;3;3;3;2;2;4;3;3;3;4;3;3;2;improve Account Opening, ATM Service, Transaction Speed
24/09/2025 12.04;Ciawi;Female;25;5;4;4;4;4;4;3;5;4;4;4;4;4;5;overall good
12/09/2025 03.41;Kemang;Male;35;8;3;4;3;4;4;4;3;4;3;4;4;5;3;overall good
20/09/2025 18.54;Sukaraja;Female;29;1;4;4;3;3;3;3;3;5;4;4;4;4;4;overall good
14/09/2025 22.14;Sukaraja;Male;63;10;3;3;3;4;4;4;3;3;4;3;4;3;4;overall good
21/09/2025 10.31;Ciomas;Female;41;10;4;4;4;3;4;4;5;3;3;5;3;4;4;overall good
09/09/2025 17.37;Ciawi;Male;30;7;4;4;4;4;4;4;4;4;4;4;3;4;4;overall good
13/09/2025 18.51;Babakan Madang;Female;21;10;4;4;4;4;3;3;3;4;4;3;5;4;4;overall good
02/09/2025 15.42;Cijeruk;Male;51;1;3;4;3;4;4;3;3;3;4;4;4;3;3;overall good
07/09/2025 10.13;Gunung Putri;Female;22;7;4;3;3;3;4;3;4;4;4;4;4;4;4;overall good
18/09/2025 04.52;Ciawi;Male;54;3;4;3;4;3;4;3;3;3;4;3;4;4;3;overall good
15/09/2025 05.49;Tanah Sareal;Female;46;1;3;3;4;4;4;3;4;4;3;3;3;4;3;overall good
29/09/2025 17.07;Bogor Selatan;Male;42;2;4;3;4;3;3;4;3;5;4;2;4;4;4;improve Complaint Handling
04/09/2025 13.55;Kemang;Female;60;9;3;3;3;3;3;4;4;3;4;4;4;3;3;overall good
22/09/2025 20.00;Bojonggede;Male;49;5;4;4;4;4;4;5;3;3;4;4;3;4;4;overall good
09/09/2025 21.44;Gunung Putri;Female;39;7;4;3;3;5;4;4;3;4;4;4;3;4;4;overall good
29/09/2025 19.32;Sukaraja;Male;53;9;4;4;4;3;4;5;5;3;5;4;4;4;3;overall good
19/09/2025 10.00;Sukaraja;Female;44;8;4;3;3;4;3;4;3;4;4;3;4;3;4;overall good
05/09/2025 16.53;Ciomas;Male;49;10;3;4;3;3;4;2;4;4;3;2;4;3;4;improve Mobile Banking, Complaint Handling
28/09/2025 09.15;Cibinong;Female;40;7;4;4;4;4;4;5;3;5;4;4;4;3;4;overall good
14/09/2025 20.20;Ciawi;Male;54;8;3;3;3;3;3;3;3;3;3;3;2;3;3;improve Branch Cleanliness
07/09/2025 22.50;Ciomas;Female;45;9;4;5;4;4;4;3;5;4;4;4;4;4;4;overall good
28/09/2025 22.05;Bogor Barat;Male;34;10;4;3;5;4;4;4;3;4;4;4;5;5;3;overall good
09/09/2025 00.55;Kemang;Female;41;10;4;4;4;3;4;3;3;3;4;3;3;4;4;overall good
11/09/2025 20.33;Bogor Selatan;Male;39;10;4;4;4;4;4;3;4;4;4;4;4;4;3;overall good
30/09/2025 10.14;Baranangsiang;Female;39;2;4;4;4;5;5;3;4;4;5;4;4;4;5;overall good
05/09/2025 15.49;Bogor Selatan;Male;35;7;4;4;3;3;3;4;3;3;4;3;3;4;3;overall good
09/09/2025 04.43;Yasmin;Female;56;6;4;4;5;4;4;5;4;3;5;4;4;4;4;overall good
27/09/2025 02.43;Bogor Tengah;Male;59;4;3;4;4;4;5;4;4;4;4;5;3;5;5;overall good
18/09/2025 22.32;Yasmin;Female;21;7;4;3;5;3;5;4;5;4;3;4;3;5;4;overall good
21/09/2025 16.54;Yasmin;Male;39;4;4;4;4;4;5;3;4;4;4;3;3;3;5;overall good
15/09/2025 07.37;Babakan Madang;Female;54;10;4;4;4;5;5;4;4;4;4;4;4;4;3;overall good
24/09/2025 22.41;Bogor Selatan;Male;28;10;4;4;4;4;4;4;4;4;4;5;4;4;4;overall good
06/09/2025 15.41;Cileungsi;Female;26;2;4;4;4;4;5;4;4;4;4;4;3;4;4;overall good
04/09/2025 14.37;Bojonggede;Male;26;1;3;3;3;3;3;3;3;3;3;4;3;3;4;overall good
23/09/2025 00.19;Ciomas;Female;31;8;4;3;3;3;4;4;4;4;4;3;4;4;4;overall good
